4068977621343755|01|2022|758
4068977662513704|12|2020|326
4068977528066715|01|2023|933
4068977874337223|03|2023|197
4068977173463126|11|2020|610
4068977717787857|03|2022|371
4068977258612431|10|2023|609
4068977637863168|09|2021|769
4068977252463450|06|2024|314
4068977465852473|06|2021|633
4068977815584560|03|2020|837
4068977503332025|02|2022|218
4068977214062846|01|2023|309
4068977218616480|02|2020|648
4068977065130015|02|2020|886
4068977477170740|05|2021|582
4068977384056453|02|2020|660
4068977515538718|03|2024|785
4068977402844153|12|2024|322
4068977462627373|01|2024|244
4068977213001126|06|2020|350
4068977713050847|03|2022|984
4068977717382238|08|2020|197
4068977851774844|11|2022|149
4068977206606022|03|2021|434
4068977703180521|08|2020|295
4068977814651717|05|2022|163
4068977317676260|08|2022|873
4068977837413467|02|2022|326
4068977404425068|09|2022|704
4068977112628144|03|2021|788
4068977745672204|06|2021|986
4068977772513750|10|2022|766
4068977672220845|12|2020|125
4068977634435408|11|2024|966
4068977427114871|06|2024|356
4068977303023824|10|2024|352
4068977684317001|04|2022|274
4068977883050262|08|2021|335
4068977442260287|10|2023|122
4068977683600258|01|2022|979
4068977118224575|05|2024|861
4068977364248864|01|2024|266
4068977427106760|06|2020|895
4068977084878008|12|2022|151
4068977515418127|10|2021|789
4068977865378020|03|2023|742
4068977070338686|08|2023|259
4068977616577243|06|2021|996
4068977636512006|03|2020|825
4068977178465555|09|2022|782
4068977874283211|01|2022|748
4068977045555331|03|2024|124
4068977340226760|03|2023|554
4068977754236354|08|2020|372
4068977115807240|01|2020|264
4068977423777846|02|2021|191
4068977085226058|12|2021|176
4068977514835321|08|2022|711
4068977475122248|12|2021|780
4068977324326727|09|2020|885
4068977718018054|01|2023|265
4068977883142523|09|2020|624
4068977737563486|01|2024|192
4068977517186086|06|2024|426
4068977348308057|04|2023|318
4068977257835850|09|2024|335
4068977571031434|05|2021|712
4068977701524852|08|2020|238
4068977141757385|07|2024|325
4068977268747516|08|2024|880
4068977708171012|10|2022|568
4068977768111627|02|2021|478
4068977155888415|07|2020|423
4068977141603456|07|2022|331
4068977164875486|06|2023|140
4068977741238463|08|2023|490
4068977382622157|12|2021|152
4068977841635014|02|2021|294
4068977384120150|12|2024|164
4068977430607234|05|2022|429
4068977460246473|07|2024|827
4068977818742686|07|2021|614
4068977441761608|11|2024|215
4068977545221723|08|2021|654
4068977423331248|04|2022|452
4068977072883762|10|2020|294
4068977428810030|03|2021|647
4068977471222364|07|2020|834
4068977338558372|12|2020|307
4068977506710433|07|2024|979
4068977437873318|03|2022|709
4068977103122354|12|2024|630
4068977250177235|10|2020|251
4068977528707755|03|2024|118
4068977636542011|09|2023|863
4068977738138114|04|2024|312
4068977835784851|07|2024|652
4068977437724107|08|2021|765
4068977386024467|10|2023|990
